object_url,lat,lon,original_name,new_name,second_part,number_of_occurrences,place_url,distance_km
https://www.openstreetmap.org/node/3713203129,40.389463,49.8970872,Azəri Türk Member \ Babək,Azəri Türk Member,Babək,47,https://www.openstreetmap.org/node/2813687139,404.49
https://www.openstreetmap.org/node/3713203130,40.3892202,49.8951242,Dəniz Mebel \ Babək,Dəniz Mebel,Babək,47,https://www.openstreetmap.org/node/2813687139,404.33
https://www.openstreetmap.org/node/3713203131,40.389334,49.8962527,Tutto Bello \ Babək,Tutto Bello,Babək,47,https://www.openstreetmap.org/node/2813687139,404.42
https://www.openstreetmap.org/node/3882179900,40.3848485,49.8527665,304 saylı Məktəb-Lisey 1-ci korpus \ Bakı,304 saylı Məktəb-Lisey 1-ci korpus,Bakı,136,https://www.openstreetmap.org/node/2117350415,1.98
https://www.openstreetmap.org/node/3909305220,40.4108697,49.8536786,Qələbə Parkı \ Bakı,Qələbə Parkı,Bakı,136,https://www.openstreetmap.org/node/2117350415,4.3
https://www.openstreetmap.org/node/3909308973,40.4129726,49.8532171,Gold City \ Bakı,Gold City,Bakı,136,https://www.openstreetmap.org/node/2117350415,4.5
https://www.openstreetmap.org/node/3960066076,40.4923902,49.9535136,Ş Oil \ Zabrat,Ş Oil,Zabrat,24,https://www.openstreetmap.org/node/2773322813,1.24
https://www.openstreetmap.org/node/3966882001,40.390383,49.8547837,4 saylı Şəhər Poliklinikası \ Bakı,4 saylı Şəhər Poliklinikası,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.48
https://www.openstreetmap.org/node/3966887018,40.3852871,49.8520437,304 saylı Məktəb-Lisey 2-ci korpus \ Bakı,304 saylı Məktəb-Lisey 2-ci korpus,Bakı,136,https://www.openstreetmap.org/node/2117350415,1.95
https://www.openstreetmap.org/node/4034607399,40.3970012,49.8357643,Pedaqoji Psixologiya İnstitutu \ Bakı,Pedaqoji Psixologiya İnstitutu,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.39
https://www.openstreetmap.org/node/4034607400,40.3964964,49.8354175,İqtisad Universitetinin 4-cü tədris binası \ Bakı,İqtisad Universitetinin 4-cü tədris binası,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.34
https://www.openstreetmap.org/node/4076971579,40.3660221,49.9444779,Alman Malları \ Nobel \ 8 Noyabr pr.,Alman Malları,Nobel \ 8 Noyabr pr.,5,,
https://www.openstreetmap.org/node/4076976510,40.3680499,49.9373272,Avtoservis \ Nargilə Dairəsi,Avtoservis,Nargilə Dairəsi,3,,
https://www.openstreetmap.org/node/4076979254,40.3751647,49.942776,Cirağan Restoran \ Əhmədli,Cirağan Restoran,Əhmədli,23,https://www.openstreetmap.org/node/1355052289,320.78
https://www.openstreetmap.org/node/4076980434,40.3749614,49.9422651,Bakuelectronics \ Xətai,Bakuelectronics,Xətai,26,https://www.openstreetmap.org/node/4194199651,274.21
https://www.openstreetmap.org/node/4076981627,40.3753466,49.9422517,KIA Avtoservis \ Xətai,KIA Avtoservis,Xətai,26,https://www.openstreetmap.org/node/4194199651,274.22
https://www.openstreetmap.org/node/4110298690,40.3900632,49.8842295,Simsel Reklam Ltd MMC \ Babək,Simsel Reklam Ltd MMC,Babək,47,https://www.openstreetmap.org/node/2813687139,403.48
https://www.openstreetmap.org/node/4123992091,40.372965,49.9529645,Romantik \ Hәzi Aslanov,Romantik,Hәzi Aslanov,4,,
https://www.openstreetmap.org/node/4124087789,40.37015,49.9512995,Mega Store - Rahat Msrket \ Həzi Aslanov,Mega Store - Rahat Msrket,Həzi Aslanov,15,https://www.openstreetmap.org/node/1880384546,1.96
https://www.openstreetmap.org/node/4133688689,40.4146478,49.834693,Yeməkxana \ Dərnəgül,Yeməkxana,Dərnəgül,7,https://www.openstreetmap.org/node/1933649511,1.36
https://www.openstreetmap.org/node/4144871689,40.3837059,49.8793267,Kaspi Liseyi \ Ağ şəhər,Kaspi Liseyi,Ağ şəhər,1,,
https://www.openstreetmap.org/node/4151148700,40.3987774,49.8393281,Bakı Sağlamlıq Mərkəzi \ Azadlıq,Bakı Sağlamlıq Mərkəzi,Azadlıq,4,,
https://www.openstreetmap.org/node/4198247449,40.4917805,49.9548592,Movida Plaza \ Zabrat,Movida Plaza,Zabrat,24,https://www.openstreetmap.org/node/2773322813,1.19
https://www.openstreetmap.org/node/4198247456,40.489889,49.9556373,RosOil \ Zabrat,RosOil,Zabrat,24,https://www.openstreetmap.org/node/2773322813,1.0
https://www.openstreetmap.org/node/4200744021,40.3917745,49.9661807,Leyla Şadlıq Sarayı \ Günəşli,Leyla Şadlıq Sarayı,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.56
https://www.openstreetmap.org/node/4212308706,40.4051685,49.9474264,Lotos Ticarət Mərkəzi \ 8-сш ль,Lotos Ticarət Mərkəzi,8-сш ль,1,,
https://www.openstreetmap.org/node/4231215991,40.4160487,49.8387984,Bazar Store \ Dərnəgül,Bazar Store,Dərnəgül,7,https://www.openstreetmap.org/node/1933649511,0.98
https://www.openstreetmap.org/node/4231813590,40.4043309,49.874512,Ocakbaşı Resaurant \ Nərimanov,Ocakbaşı Resaurant,Nərimanov,12,https://www.openstreetmap.org/node/7249409951,135.98
https://www.openstreetmap.org/node/4260088489,40.3549784,49.9707967,GÜndüz Market \ Günəşli,GÜndüz Market,Günəşli,65,https://www.openstreetmap.org/node/1349663395,264.47
https://www.openstreetmap.org/node/4260401690,40.377805,49.9685774,Mikayil Market \ Əhmədli,Mikayil Market,Əhmədli,23,https://www.openstreetmap.org/node/1355052289,322.98
https://www.openstreetmap.org/node/4260452989,40.3728973,49.9672388,Ispat Market \ Günəşli,Ispat Market,Günəşli,65,https://www.openstreetmap.org/node/1349663395,264.89
https://www.openstreetmap.org/node/4268162289,40.3639021,50.0726457,Araz Market \ Hövsan 2,Araz Market,Hövsan 2,1,,
https://www.openstreetmap.org/node/4271105596,40.4093038,49.936362,Sərxan Narket \ Neftçilər,Sərxan Narket,Neftçilər,4,,
https://www.openstreetmap.org/node/4271460790,40.3867176,49.9634923,Pepsi market \ Günəşli,Pepsi market,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.14
https://www.openstreetmap.org/node/4281452607,40.3611941,49.9666392,Gunel market \ Günəşli,Gunel market,Günəşli,65,https://www.openstreetmap.org/node/1349663395,264.39
https://www.openstreetmap.org/node/4299068190,40.3928152,49.9727584,Zümrüd Kafe \ Qaraçuxur,Zümrüd Kafe,Qaraçuxur,65,https://www.openstreetmap.org/node/3565500393,0.87
https://www.openstreetmap.org/node/4299068393,40.3925573,49.9744929,Şıddı Vedibasar Kafe \ Qaraçuxur,Şıddı Vedibasar Kafe,Qaraçuxur,65,https://www.openstreetmap.org/node/3565500393,0.81
https://www.openstreetmap.org/node/4300127093,40.4280105,49.8398375,Dövlət Miqrasiya Xidməti \ Bakı,Dövlət Miqrasiya Xidməti,Bakı,136,https://www.openstreetmap.org/node/2117350415,5.86
https://www.openstreetmap.org/node/4303845989,40.4189933,49.8450954,Şassi \ 8 mkr,Şassi,8 mkr,11,,
https://www.openstreetmap.org/node/4307759222,40.4208708,50.001049,Ballı Market \ Suraxanı,Ballı Market,Suraxanı,91,https://www.openstreetmap.org/node/1885271085,0.12
https://www.openstreetmap.org/node/4308698493,40.3641219,49.9670387,Zaur Market \ Günəşli,Zaur Market,Günəşli,65,https://www.openstreetmap.org/node/1349663395,264.53
https://www.openstreetmap.org/node/4316545995,40.4035658,49.8729509,Yapı Kredi \ Nərimanov,Yapı Kredi,Nərimanov,12,https://www.openstreetmap.org/node/7249409951,135.83
https://www.openstreetmap.org/node/4325295698,40.3990756,49.8354782,EGE Hospital \ Bakı,EGE Hospital,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.62
https://www.openstreetmap.org/node/4330922796,40.4331018,50.0326981,Azerpoct AZ1050 \ Yeni Suraxanı,Azerpoct AZ1050,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.51
https://www.openstreetmap.org/node/4330922891,40.4310517,50.0341868,Zoo Panda \ Yeni Suraxanı,Zoo Panda,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.29
https://www.openstreetmap.org/node/4330943889,40.4324575,50.0331841,Araz Supermarket \ Yeni Suraxanı,Araz Supermarket,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.43
https://www.openstreetmap.org/node/4337134191,40.4195682,49.9718618,Bəhram Market \ Bakıxanov,Bəhram Market,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.94
https://www.openstreetmap.org/node/4341936494,40.3611012,49.9660836,8 nömrəli uşaq poliklinikası \ Günəşli,8 nömrəli uşaq poliklinikası,Günəşli,65,https://www.openstreetmap.org/node/1349663395,264.34
https://www.openstreetmap.org/node/4344444001,40.4012655,49.9757224,Atletika Fitnes \ Qaraçuxur,Atletika Fitnes,Qaraçuxur,65,https://www.openstreetmap.org/node/3565500393,0.41
https://www.openstreetmap.org/node/4354167690,40.3733426,49.9277288,Asiman Şadlıq Sarayı \ Nobel \ 8 Noyabr pr.,Asiman Şadlıq Sarayı,Nobel \ 8 Noyabr pr.,5,,
https://www.openstreetmap.org/node/4356880694,40.3910629,49.9668198,Sami petrol \ Günəşli,Sami petrol,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.58
https://www.openstreetmap.org/node/4362460189,40.3915542,49.9753047,Diş poliklinikası \ Qaraçuxur,Diş poliklinikası,Qaraçuxur,65,https://www.openstreetmap.org/node/3565500393,0.88
https://www.openstreetmap.org/node/4368030697,40.3859247,49.965169,Grand Avromart Neapol \ Günəşli,Grand Avromart Neapol,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.24
https://www.openstreetmap.org/node/4379057090,40.3479271,49.835154,Avtoyuma \ Bayıl,Avtoyuma,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.39
https://www.openstreetmap.org/node/4379087895,40.4267595,49.844223,İstanbul klinikasi \ 8 mkr,İstanbul klinikasi,8 mkr,11,,
https://www.openstreetmap.org/node/4379088489,40.3505476,49.8333821,Persona Kosmetika \ Bayıl,Persona Kosmetika,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.71
https://www.openstreetmap.org/node/4379088589,40.3482852,49.8351556,Notarius \ Bayıl,Notarius,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.42
https://www.openstreetmap.org/node/4386026006,40.4298527,49.9649946,Şəms Otel - Shams Hotel \ Bakıxanov,Şəms Otel - Shams Hotel,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.83
https://www.openstreetmap.org/node/4395887293,40.4355161,49.8435638,Ucuz Kafe \ Rəsulzadə,Ucuz Kafe,Rəsulzadə,3,https://www.openstreetmap.org/node/1979028281,0.79
https://www.openstreetmap.org/node/4398991691,40.3913089,49.9047338,Mercedes MB Motors \ Babək,Mercedes MB Motors,Babək,47,https://www.openstreetmap.org/node/2813687139,405.17
https://www.openstreetmap.org/node/4400647490,40.3912356,49.9042754,Alpina \ Babək,Alpina,Babək,47,https://www.openstreetmap.org/node/2813687139,405.13
https://www.openstreetmap.org/node/4402524889,40.4333836,49.8440755,Notarius 26 \ Azadlıq pr.,Notarius 26,Azadlıq pr.,21,,
https://www.openstreetmap.org/node/4405318492,40.3912601,49.9044629,Michelin Continental Barum Mişlen \ Babək,Michelin Continental Barum Mişlen,Babək,47,https://www.openstreetmap.org/node/2813687139,405.15
https://www.openstreetmap.org/node/4406706090,40.3913803,49.905281,Great Wall Azerbaijan - Qrit Uoll \ Babək,Great Wall Azerbaijan - Qrit Uoll,Babək,47,https://www.openstreetmap.org/node/2813687139,405.22
https://www.openstreetmap.org/node/4406706091,40.3913308,49.9048939,Haval Greatwall Servis \ Babək,Haval Greatwall Servis,Babək,47,https://www.openstreetmap.org/node/2813687139,405.18
https://www.openstreetmap.org/node/4406712592,40.3906821,49.9048001,Fiat Auto Universal \ Babək,Fiat Auto Universal,Babək,47,https://www.openstreetmap.org/node/2813687139,405.15
https://www.openstreetmap.org/node/4406714992,40.3914441,49.9055968,Haval Azerbaijan \ Babək,Haval Azerbaijan,Babək,47,https://www.openstreetmap.org/node/2813687139,405.24
https://www.openstreetmap.org/node/4406726389,40.3913566,49.9051062,Sirena Motors \ Babək,Sirena Motors,Babək,47,https://www.openstreetmap.org/node/2813687139,405.2
https://www.openstreetmap.org/node/4407740798,40.4127716,49.9590303,Gülüstan Ailəvi Restoran \ Bakıxanov,Gülüstan Ailəvi Restoran,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,1.14
https://www.openstreetmap.org/node/4407759790,40.4176423,49.9652771,Cinema City \ Bakıxanov,Cinema City,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.66
https://www.openstreetmap.org/node/4407840894,40.433035,49.9582987,Azərsu Su kanal \ Sabunçu Rayonu,Azərsu Su kanal,Sabunçu Rayonu,1,,
https://www.openstreetmap.org/node/4411401790,40.4169662,49.9661025,İnci Dent \ Bakıxanov,İnci Dent,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.76
https://www.openstreetmap.org/node/4411644690,40.4366648,49.9595591,Sərham Supermarket \ Bakıxanov,Sərham Supermarket,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,1.55
https://www.openstreetmap.org/node/4422320191,40.4304905,49.9547106,Kontakt Home \ Bakıxanov,Kontakt Home,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,1.03
https://www.openstreetmap.org/node/4422762089,40.4167526,49.8793693,SDN Plaza \ Bakı,SDN Plaza,Bakı,136,https://www.openstreetmap.org/node/2117350415,6.04
https://www.openstreetmap.org/node/4426101691,40.4271082,49.8382712,Mələk Şadlıq Sarayı \ Azadlıq pr.,Mələk Şadlıq Sarayı,Azadlıq pr.,21,,
https://www.openstreetmap.org/node/4427684292,40.3891539,49.8945346,Venzana Mebel \ Babək,Venzana Mebel,Babək,47,https://www.openstreetmap.org/node/2813687139,404.28
https://www.openstreetmap.org/node/4427912218,40.35045,49.8341946,Şan Ət \ Bayıl,Şan Ət,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.68
https://www.openstreetmap.org/node/4427912219,40.3496153,49.8351925,Moon Crown - Mun Koun \ Bayıl,Moon Crown - Mun Koun,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.56
https://www.openstreetmap.org/node/4427917709,40.3505005,49.8341585,28 mobile \ Bayıl,28 mobile,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.68
https://www.openstreetmap.org/node/4427917710,40.3502056,49.8344747,Aptek \ Bayıl,Aptek,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.64
https://www.openstreetmap.org/node/4427963296,40.3500005,49.8350683,Riviera Restoran \ Bayıl,Riviera Restoran,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.6
